preprocess,feature_map,model,seconds,ok,timed_out,converged,unreliable,accuracy,balanced_accuracy,auc,sensitivity,specificity,error
None (identity),Class-conditional PCA,SVM (linear),0.247384,True,False,True,False,0.8787878787878788,0.8819444444444444,0.9490740740740742,0.875,0.8888888888888888,
None (identity),Class-conditional PCA,SVM (RBF),0.252404,True,False,True,False,0.8484848484848485,0.8611111111111112,0.9305555555555555,0.8333333333333334,0.8888888888888888,
None (identity),Class-conditional PCA,Decision Tree,0.175612,True,False,True,False,0.8181818181818182,0.7708333333333333,0.7708333333333335,0.875,0.6666666666666666,
None (identity),Class-conditional PCA,Naive Bayes,0.178943,True,False,True,False,0.8787878787878788,0.8125,0.9861111111111112,0.9583333333333334,0.6666666666666666,
None (identity),Class-conditional PCA,k-NN,0.173212,True,False,True,False,0.9090909090909091,0.9027777777777777,0.9791666666666667,0.9166666666666666,0.8888888888888888,
None (identity),Class-conditional PCA,K-TSP (Top-Scoring Pairs),0.194687,True,False,True,False,0.7878787878787878,0.7152777777777778,0.8888888888888888,0.875,0.5555555555555556,
None (identity),Class-conditional PCA,Nearest Shrunken Centroid,0.170728,True,False,True,False,1.0,1.0,1.0,1.0,1.0,
None (identity),Rank transform (TSP-style),Random Forest,4.764043,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
None (identity),Rank transform (TSP-style),Gradient Boosting,7.967336,True,False,True,False,0.9393939393939394,0.8888888888888888,0.9861111111111112,1.0,0.7777777777777778,
None (identity),Rank transform (TSP-style),Hist Gradient Boosting,33.117992,True,False,True,False,0.7575757575757576,0.6944444444444444,0.7569444444444445,0.8333333333333334,0.5555555555555556,
None (identity),Rank transform (TSP-style),Logistic Regression,0.545135,True,False,True,False,0.9090909090909091,0.9027777777777777,0.962962962962963,0.9166666666666666,0.8888888888888888,
None (identity),Rank transform (TSP-style),SVM (linear),0.519123,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9861111111111112,0.9583333333333334,0.8888888888888888,
None (identity),Rank transform (TSP-style),SVM (RBF),0.539265,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9953703703703703,0.9583333333333334,0.8888888888888888,
None (identity),Rank transform (TSP-style),Decision Tree,0.410266,True,False,True,False,0.9090909090909091,0.8680555555555556,0.8680555555555557,0.9583333333333334,0.7777777777777778,
None (identity),Rank transform (TSP-style),Naive Bayes,0.325023,True,False,True,False,0.9090909090909091,0.8333333333333333,0.8333333333333334,1.0,0.6666666666666666,
None (identity),Rank transform (TSP-style),k-NN,0.31181,True,False,True,False,0.9696969696969697,0.9791666666666667,0.9930555555555556,0.9583333333333334,1.0,
None (identity),Rank transform (TSP-style),K-TSP (Top-Scoring Pairs),3.372697,True,False,True,False,0.9393939393939394,0.9583333333333333,0.9791666666666667,0.9166666666666666,1.0,
None (identity),Rank transform (TSP-style),Nearest Shrunken Centroid,0.310032,True,False,True,False,0.9393939393939394,0.9236111111111112,0.923611111111111,0.9583333333333334,0.8888888888888888,
None (identity),Select best 500 genes,Random Forest,4.424544,True,False,True,False,0.9696969696969697,0.9444444444444444,1.0,1.0,0.8888888888888888,
None (identity),Select best 500 genes,Gradient Boosting,0.675457,True,False,True,False,0.9393939393939394,0.8888888888888888,0.9953703703703703,1.0,0.7777777777777778,
None (identity),Select best 500 genes,Hist Gradient Boosting,0.897249,True,False,True,False,0.8787878787878788,0.8472222222222222,0.9212962962962963,0.9166666666666666,0.7777777777777778,
None (identity),Select best 500 genes,Logistic Regression,0.135896,True,False,True,False,0.9393939393939394,0.9236111111111112,0.9953703703703703,0.9583333333333334,0.8888888888888888,
