preprocess,feature_map,model,seconds,ok,timed_out,converged,unreliable,accuracy,balanced_accuracy,auc,sensitivity,specificity,error
Robust standardize (median/IQR),PCA (50 components),K-TSP (Top-Scoring Pairs),4.986474,True,False,True,False,0.7941176470588235,0.7926923076923077,0.8928846153846153,0.8653846153846154,0.72,
Robust standardize (median/IQR),PCA (50 components),Nearest Shrunken Centroid,4.616549,True,False,True,False,0.5980392156862745,0.5946153846153847,0.7086538461538461,0.7692307692307693,0.42,
Robust standardize (median/IQR),Class-conditional PCA,Random Forest,8.803084,True,False,True,False,0.7352941176470589,0.7346153846153847,0.8173076923076924,0.7692307692307693,0.7,
Robust standardize (median/IQR),Class-conditional PCA,Gradient Boosting,5.322481,True,False,True,False,0.7156862745098039,0.7146153846153847,0.7617307692307692,0.7692307692307693,0.66,
Robust standardize (median/IQR),Class-conditional PCA,Hist Gradient Boosting,4.618725,True,False,True,False,0.7254901960784313,0.7246153846153847,0.8065384615384615,0.7692307692307693,0.68,
Robust standardize (median/IQR),Class-conditional PCA,Logistic Regression,4.630478,True,False,True,False,0.7352941176470589,0.735,0.7638461538461538,0.75,0.72,
Robust standardize (median/IQR),Class-conditional PCA,SVM (linear),6.158987,True,False,True,False,0.7254901960784313,0.7257692307692307,0.27230769230769236,0.7115384615384616,0.74,
Robust standardize (median/IQR),Class-conditional PCA,SVM (RBF),4.489598,True,False,True,False,0.7058823529411765,0.7030769230769232,0.7934615384615384,0.8461538461538461,0.56,
Robust standardize (median/IQR),Class-conditional PCA,Decision Tree,4.429132,True,False,True,False,0.6078431372549019,0.605,0.605,0.75,0.46,
Robust standardize (median/IQR),Class-conditional PCA,Naive Bayes,4.39765,True,False,True,False,0.5980392156862745,0.5915384615384616,0.7811538461538462,0.9230769230769231,0.26,
Robust standardize (median/IQR),Class-conditional PCA,k-NN,4.454507,True,False,True,False,0.6470588235294118,0.6465384615384615,0.6757692307692308,0.6730769230769231,0.62,
